GeneInfo,GeneID,Chr,Start,Stop,permutedPval_Reciprocal,NaturalLogBeta_Reciprocal
FOXO1/chr13:41129800-41240734,FOXO1,chr13,41129800,41240734,0.023782559,0.234382568
PYGM/chr11:64513860-64528187,PYGM,chr11,64513860,64528187,0.023863636,-0.237526242
ZNF815/chr7:5862790-5894066,ZNF815,chr7,5862790,5894066,0.023917995,-0.204913157
INTS7/chr1:212113740-212209002,INTS7,chr1,212113740,212209002,0.02402746,0.097366677
LOC440297/chr15:82753446-83145983,LOC440297,chr15,82753446,83145983,0.024193548,0.248502376
HELZ/chr17:65066553-65241319,HELZ,chr17,65066553,65241319,0.024249423,0.121487782
NBEA/chr13:35516423-36246874,NBEA,chr13,35516423,36246874,0.024618992,0.529072708
ARMCX4/chrX:100673250-100790975,ARMCX4,chrX,100673250,100790975,0.024705882,-0.353054535
TMEM170B/chr6:11538510-11583757,TMEM170B,chr6,11538510,11583757,0.024734982,0.214067007
PI4KA/chr22:21061978-21213100,PI4KA,chr22,21061978,21213100,0.024793388,0.086663928
C1orf54/chr1:150245182-150253335,C1orf54,chr1,150245182,150253335,0.024822695,-0.418973343
ANKRD12/chr18:9136750-9285983,ANKRD12,chr18,9136750,9285983,0.024911032,-0.145300457
IPO9/chr1:201798287-201853422,IPO9,chr1,201798287,201853422,0.025029797,0.067166004
PPP1R12B/chr1:202317829-202557697,PPP1R12B,chr1,202317829,202557697,0.025059666,0.114460325
LOC219347/chr10:81805988-81838949,LOC219347,chr10,81805988,81838949,0.025089606,-0.249992037
IVNS1ABP/chr1:185265521-185286461,IVNS1ABP,chr1,185265521,185286461,0.025210084,0.110069767
RHBDF1/chr16:108057-122629,RHBDF1,chr16,108057,122629,0.025301205,-0.280786116
URB1/chr21:33683329-33765312,URB1,chr21,33683329,33765312,0.025392987,0.167388507
PTPN6/chr12:7055739-7070479,PTPN6,chr12,7055739,7070479,0.025609756,-0.093853169
TSTD1/chr1:161007421-161008774,TSTD1,chr1,161007421,161008774,0.025735294,-0.203562208
LMNB2/chr19:2428163-2456958,LMNB2,chr19,2428163,2456958,0.025735294,0.08444652
IL6R/chr1:154377668-154441926,IL6R,chr1,154377668,154441926,0.025830258,0.383071349
UTS2R/chr17:80332200-80333370,UTS2R,chr17,80332200,80333370,0.025862069,0.831231945
ITGAX/chr16:31366508-31394318,ITGAX,chr16,31366508,31394318,0.025893958,-0.632593925
FAM115A/chr7:143548460-143599278,FAM115A,chr7,143548460,143599278,0.025990099,0.144899077
GLIPR2/chr9:36136741-36163903,GLIPR2,chr9,36136741,36163903,0.025990099,-0.47623998
DPY19L2P3/chr7:29724769-29782019,DPY19L2P3,chr7,29724769,29782019,0.026022305,-0.33707999
TSEN34/chr19:54694118-54698394,TSEN34,chr19,54694118,54698394,0.026217228,0.064471612
C11orf68/chr11:65684282-65686531,C11orf68,chr11,65684282,65686531,0.026348808,0.077804513
ZFYVE16/chr5:79703837-79775498,ZFYVE16,chr5,79703837,79775498,0.026481715,0.128226472
C14orf109/chr14:93651295-93653431,C14orf109,chr14,93651295,93653431,0.026582278,0.125919259
LPIN2/chr18:2916991-3011945,LPIN2,chr18,2916991,3011945,0.02661597,0.143574393
C12orf32/chr12:2986364-2998626,C12orf32,chr12,2986364,2998626,0.026683609,0.070920657
DNAH8/chr6:38683116-38998574,DNAH8,chr6,38683116,38998574,0.026888604,-0.66007595
HIST1H2AE/chr6:26217147-26217711,HIST1H2AE,chr6,26217147,26217711,0.026957638,-0.246716092
MTVR2/chr17:54961462-54962274,MTVR2,chr17,54961462,54962274,0.026992288,-0.265850463
ZNF559/chr19:9434447-9454521,ZNF559,chr19,9434447,9454521,0.026992288,0.150668462
NRF1/chr7:129251554-129396922,NRF1,chr7,129251554,129396922,0.027096774,0.058440001
TTC5/chr14:20757300-20774153,TTC5,chr14,20757300,20774153,0.027166882,0.111584738
TRAPPC9/chr8:140742585-141468678,TRAPPC9,chr8,140742585,141468678,0.027202073,0.082229962
ZMYND12/chr1:42896000-42921938,ZMYND12,chr1,42896000,42921938,0.027237354,-0.310856492
CSTF1/chr20:54967426-54979582,CSTF1,chr20,54967426,54979582,0.027272727,0.062421559
LIMS3L/chr2:110656008-111230652,LIMS3L,chr2,110656008,111230652,0.027415144,0.102238942
ZNF502/chr3:44754134-44765323,ZNF502,chr3,44754134,44765323,0.027415144,-0.500771188
TLE6/chr19:2977535-2995182,TLE6,chr19,2977535,2995182,0.027522936,-0.22260373
LOC727849/chr15:82763612-83182930,LOC727849,chr15,82763612,83182930,0.027559055,0.213534204
CCL17/chr16:57438678-57449974,CCL17,chr16,57438678,57449974,0.027559055,-0.713862386
HINT3/chr6:126277860-126301389,HINT3,chr6,126277860,126301389,0.027559055,0.133831192
PLXNB2/chr22:50713407-50746001,PLXNB2,chr22,50713407,50746001,0.027595269,0.123682118
C7orf41/chr7:30174551-30202381,C7orf41,chr7,30174551,30202381,0.027631579,0.269942571
DPYSL2/chr8:26371708-26515693,DPYSL2,chr8,26371708,26515693,0.027631579,0.231911892
IRF6/chr1:209958967-209979520,IRF6,chr1,209958967,209979520,0.027704485,-0.453764139
ZNF641/chr12:48733792-48745029,ZNF641,chr12,48733792,48745029,0.02781457,0.186930054
RDH13/chr19:55555691-55580914,RDH13,chr19,55555691,55580914,0.02781457,0.120681297
HIST1H3F/chr6:26250369-26250835,HIST1H3F,chr6,26250369,26250835,0.02781457,-0.339841268
MAPKAPK3/chr3:50649292-50686728,MAPKAPK3,chr3,50649292,50686728,0.027851459,0.146441086
CITED4/chr1:41326727-41328018,CITED4,chr1,41326727,41328018,0.028,0.458962327
FOXP1/chr3:71003864-71633140,FOXP1,chr3,71003864,71633140,0.028263795,0.375448607
LOC284412/chr19:37756840-37759912,LOC284412,chr19,37756840,37759912,0.028416779,-0.306333853
ATG9A/chr2:220084101-220094361,ATG9A,chr2,220084101,220094361,0.028416779,0.068846904
UNC119B/chr12:121147830-121161443,UNC119B,chr12,121147830,121161443,0.028455285,0.156243747
CNN2/chr19:1026297-1039064,CNN2,chr19,1026297,1039064,0.028532609,-0.182387338
CRB2/chr9:126118447-126141032,CRB2,chr9,126118447,126141032,0.02872777,-0.267808815
PRMT5/chr14:23389732-23398661,PRMT5,chr14,23389732,23398661,0.028767123,0.159751869
SCFD2/chr4:53739150-54232242,SCFD2,chr4,53739150,54232242,0.028846154,0.138104528
ZSCAN21/chr7:99647416-99662663,ZSCAN21,chr7,99647416,99662663,0.028846154,-0.067212
LMO2/chr11:33880122-33913836,LMO2,chr11,33880122,33913836,0.028885832,-0.676616
PGF/chr14:75408532-75422467,PGF,chr14,75408532,75422467,0.029005525,0.307658957
SLX1B-SULT1A4/chr16:29466411-30215650,SLX1B-SULT1A4,chr16,29466411,30215650,0.029085873,0.141445238
KEAP1/chr19:10596795-10614054,KEAP1,chr19,10596795,10614054,0.029085873,0.066966091
ALMS1/chr2:73612885-73837046,ALMS1,chr2,73612885,73837046,0.029411765,0.144832224
HIST1H1B/chr6:27834569-27835359,HIST1H1B,chr6,27834569,27835359,0.029411765,-0.433533419
PMEPA1/chr20:56223447-56286592,PMEPA1,chr20,56223447,56286592,0.029494382,-0.474755363
TRIM24/chr7:138145078-138270332,TRIM24,chr7,138145078,138270332,0.029661017,0.117944025
RAB7A/chr3:128444978-128533641,RAB7A,chr3,128444978,128533641,0.02970297,0.066783727
LAMA2/chr6:129204285-129837710,LAMA2,chr6,129204285,129837710,0.029871977,-0.251011715
AMPD2/chr1:110162458-110174677,AMPD2,chr1,110162458,110174677,0.02991453,0.072163219
POLR2G/chr11:62529010-62534187,POLR2G,chr11,62529010,62534187,0.029957204,0.071296396
TTI1/chr20:36611422-36661833,TTI1,chr20,36611422,36661833,0.03030303,0.084021504
PICK1/chr22:38453261-38471708,PICK1,chr22,38453261,38471708,0.030390738,-0.094102959
SLX1A-SULT1A3/chr16:29466411-30215650,SLX1A-SULT1A3,chr16,29466411,30215650,0.030567686,0.141445238
UGT2B17/chr4:224703-69434245,UGT2B17,chr4,224703,69434245,0.030612245,0.882824245
NEURL/chr10:105253734-105352309,NEURL,chr10,105253734,105352309,0.030656934,-0.667411099
PHF2/chr9:96338908-96441869,PHF2,chr9,96338908,96441869,0.030656934,0.066755057
CD1C/chr1:158259562-158264564,CD1C,chr1,158259562,158264564,0.030746706,-0.581910708
CNNM3/chr2:97481990-97501121,CNNM3,chr2,97481990,97501121,0.030791789,0.129605816
FAM3A/chrX:153733326-153744566,FAM3A,chrX,153733326,153744566,0.030927835,-0.078548603
FCHSD1/chr5:141018868-141030986,FCHSD1,chr5,141018868,141030986,0.030973451,-0.145820582
GRAMD1A/chr19:35491245-35517373,GRAMD1A,chr19,35491245,35517373,0.031111111,-0.096861774
STXBP4/chr17:53046125-53241449,STXBP4,chr17,53046125,53241449,0.03125,0.123724327
HTATSF1/chrX:135579237-135594503,HTATSF1,chrX,135579237,135594503,0.031437126,0.116337135
LHPP/chr10:126150340-126302710,LHPP,chr10,126150340,126302710,0.031484258,-0.179076319
RLN1/chr9:5334968-5339873,RLN1,chr9,5334968,5339873,0.031484258,0.2308956
HIST1H2BM/chr6:27782821-27783267,HIST1H2BM,chr6,27782821,27783267,0.031722054,-0.282258604
CSNK1G2/chr19:1941160-1981336,CSNK1G2,chr19,1941160,1981336,0.031770045,-0.061426908
FFAR1/chr19:35842444-35843367,FFAR1,chr19,35842444,35843367,0.031770045,-0.435043961
MAP3K1/chr5:56110899-56191978,MAP3K1,chr5,56110899,56191978,0.031770045,0.202505262
SEPT9/chr17:75277491-75496678,8-Sep,chr17,75277491,75496678,0.031914894,0.093056779
ZNF256/chr19:58452200-58459077,ZNF256,chr19,58452200,58459077,0.031914894,-0.076869136
CA11/chr19:49141271-49149451,CA11,chr19,49141271,49149451,0.032061069,-0.185177089
C1QTNF3-AMACR/chr5:33987090-34124633,C1QTNF3-AMACR,chr5,33987090,34124633,0.032258065,0.118669065
LRRC8D/chr1:90286572-90401989,LRRC8D,chr1,90286572,90401989,0.032307692,0.137343321
HN1L/chr16:1728277-1752073,HN1L,chr16,1728277,1752073,0.032407407,0.111715708
ZNF219/chr14:21558204-21572863,ZNF219,chr14,21558204,21572863,0.03255814,0.309269642
LATS2/chr13:21547175-21635722,LATS2,chr13,21547175,21635722,0.03276131,0.215687901
C18orf32/chr18:47007547-47013644,C18orf32,chr18,47007547,47013644,0.0328125,-0.071955973
TGFBR2/chr3:30647993-30735633,TGFBR2,chr3,30647993,30735633,0.032967033,0.491211939
C9orf129/chr9:96080480-96108696,C9orf129,chr9,96080480,96108696,0.032967033,0.231037215
HLCS/chr21:38123188-38362545,HLCS,chr21,38123188,38362545,0.033018868,0.121747983
LIMS3/chr2:110656008-111230652,LIMS3,chr2,110656008,111230652,0.033070866,0.102238942
ZNF154/chr19:58211809-58220579,ZNF154,chr19,58211809,58220579,0.033123028,-0.545543699
PPIL1/chr6:36822605-36842800,PPIL1,chr6,36822605,36842800,0.033123028,0.14073191
CRISPLD2/chr16:84853586-84943116,CRISPLD2,chr16,84853586,84943116,0.033175355,0.421587476
PCTP/chr17:53828339-53854748,PCTP,chr17,53828339,53854748,0.033227848,0.220504277
STOML2/chr9:35099888-35103154,STOML2,chr9,35099888,35103154,0.033333333,0.082843345
KIAA1875/chr8:145162628-145173218,KIAA1875,chr8,145162628,145173218,0.03343949,-0.225786712
NCF2/chr1:183524696-183560056,NCF2,chr1,183524696,183560056,0.033546326,0.222459005
LOC100130890/chr6:99968869-99981059,LOC100130890,chr6,99968869,99981059,0.033546326,-0.127375428
IPO4/chr14:24649424-24658124,IPO4,chr14,24649424,24658124,0.0336,0.135330468
FAM76A/chr1:28052489-28089423,FAM76A,chr1,28052489,28089423,0.033653846,-0.079050119
LOC100131564/chr1:93775665-93811368,LOC100131564,chr1,93775665,93811368,0.033707865,-0.199517207
TTC28-AS1/chr22:28315363-28398667,TTC28-AS1,chr22,28315363,28398667,0.033816425,-0.17613947
MUC1/chr1:155158299-155162706,MUC1,chr1,155158299,155162706,0.034035656,-0.391010039
NAPSA/chr19:50861733-50868931,NAPSA,chr19,50861733,50868931,0.034035656,-0.377165416
PALM/chr19:708952-748330,PALM,chr19,708952,748330,0.034090909,-0.593011711
DNAJC27-AS1/chr2:25194980-25262563,DNAJC27-AS1,chr2,25194980,25262563,0.034146341,-0.175240428
LOC100127983/chr8:91970705-91997485,LOC100127983,chr8,91970705,91997485,0.034369885,0.375678952
GCNT1/chr9:79056581-79122332,GCNT1,chr9,79056581,79122332,0.034369885,-0.560151609
GTF2H4/chr6:2168961-30881880,GTF2H4,chr6,2168961,30881880,0.034653465,0.089142084
CACNA1A/chr19:13317255-13617274,CACNA1A,chr19,13317255,13617274,0.034710744,-0.419722111
PATE2/chr11:125646027-125648714,PATE2,chr11,125646027,125648714,0.034883721,-0.265119945
PPCS/chr1:42922172-42926086,PPCS,chr1,42922172,42926086,0.035,-0.050690047
BUD13/chr11:116618885-116643714,BUD13,chr11,116618885,116643714,0.035175879,0.078472019
TOM1L2/chr17:17746821-17875784,TOM1L2,chr17,17746821,17875784,0.035175879,0.137700964
SCARNA12/chr12:7076499-7076769,SCARNA12,chr12,7076499,7076769,0.035294118,-0.175995981
ZNF710/chr15:90544751-90625432,ZNF710,chr15,90544751,90625432,0.035353535,0.078144337
ZNF587B/chr19:58341661-58357606,ZNF587B,chr19,58341661,58357606,0.035353535,-0.107288317
FAM135A/chr6:71123106-71270877,FAM135A,chr6,71123106,71270877,0.035353535,0.136488789
LOC100507412/chrUn_gl000220:97128-126696,LOC100507412,chrUn_gl000220,97128,126696,0.035472973,-0.266955636
AGSK1/chr15:82764077-83182901,AGSK1,chr15,82764077,83182901,0.035532995,0.224848009
TBC1D5/chr3:17198653-17784240,TBC1D5,chr3,17198653,17784240,0.035714286,0.101046156
HIST1H2BI/chr6:26273203-26273640,HIST1H2BI,chr6,26273203,26273640,0.035775128,-0.303312303
ZNF281/chr1:200375419-200379166,ZNF281,chr1,200375419,200379166,0.035958904,0.10569036
SNAPC2/chr19:7985193-7988136,SNAPC2,chr19,7985193,7988136,0.035958904,0.07009632
ERO1LB/chr1:236378421-236445339,ERO1LB,chr1,236378421,236445339,0.036020583,-0.143444317
KIAA0020/chr9:2804154-2844130,KIAA0020,chr9,2804154,2844130,0.036082474,0.120916505
PLD6/chr17:17104308-17109646,PLD6,chr17,17104308,17109646,0.03626943,-0.234065844
TNNI3K/chr1:74701070-75010116,TNNI3K,chr1,74701070,75010116,0.036395147,-0.304495744
ITGA11/chr15:68594041-68724492,ITGA11,chr15,68594041,68724492,0.036521739,0.45159254
DYDC1/chr10:82095861-82116500,DYDC1,chr10,82095861,82116500,0.036585366,-0.135217399
EXTL3/chr8:28559152-28611202,EXTL3,chr8,28559152,28611202,0.036585366,0.10866765
LOC728377/chr7:143956088-143983096,LOC728377,chr7,143956088,143983096,0.036713287,-0.296020463
FZD7/chr2:202899309-202903160,FZD7,chr2,202899309,202903160,0.036777583,0.573985069
UBFD1/chr16:23568861-23585710,UBFD1,chr16,23568861,23585710,0.036906854,0.102974456
PTPRA/chr20:2844840-3019315,PTPRA,chr20,2844840,3019315,0.036971831,0.060887791
ZBTB8A/chr1:33004771-33071542,ZBTB8A,chr1,33004771,33071542,0.037168142,-0.190241324
SLC9B1/chr4:103806204-103940896,SLC9B1,chr4,103806204,103940896,0.037168142,-0.169787942
ME1/chr6:83920109-84140938,ME1,chr6,83920109,84140938,0.037168142,0.303008789
FKBP4/chr12:2904107-2914587,FKBP4,chr12,2904107,2914587,0.037234043,0.162577095
KCNH3/chr12:49932939-49952077,KCNH3,chr12,49932939,49952077,0.037234043,-0.425297071
ZNF280C/chrX:129336672-129402922,ZNF280C,chrX,129336672,129402922,0.037234043,0.092549545
LEKR1/chr3:156544095-156763918,LEKR1,chr3,156544095,156763918,0.037433155,-0.171491315
GPR107/chr9:132815984-132902448,GPR107,chr9,132815984,132902448,0.037433155,0.08918345
HERC2P3/chr15:20613649-20711433,HERC2P3,chr15,20613649,20711433,0.0375,0.14645729
PATL2/chr15:44957929-44969086,PATL2,chr15,44957929,44969086,0.0375,-0.173568137
MCF2/chrX:138663929-138790381,MCF2,chrX,138663929,138790381,0.037634409,-0.35050653
CC2D2B/chr10:97759847-97792441,CC2D2B,chr10,97759847,97792441,0.037701975,-0.318178559
FZD3/chr8:28351721-28431785,FZD3,chr8,28351721,28431785,0.037906137,-0.281940722
PLEKHA4/chr19:49340353-49371884,PLEKHA4,chr19,49340353,49371884,0.037974684,0.505961433
PTPRN2/chr7:157331749-158380482,PTPRN2,chr7,157331749,158380482,0.037974684,-0.566585114
FBXO25/chr8:356807-419875,FBXO25,chr8,356807,419875,0.038321168,-0.067359387
GALNT10/chr5:153570294-153800543,GALNT10,chr5,153570294,153800543,0.038391225,0.264223993
HIST1H3G/chr6:26271145-26271612,HIST1H3G,chr6,26271145,26271612,0.038461538,-0.311788068
ELOVL5/chr6:53132195-53213977,ELOVL5,chr6,53132195,53213977,0.03853211,0.092840006
LRRC33/chr3:196366655-196388874,LRRC33,chr3,196366655,196388874,0.038674033,-0.099084464
DHX33/chr17:5344231-5372380,DHX33,chr17,5344231,5372380,0.038745387,0.100717423
HSBP1L1/chr18:77724581-77730822,HSBP1L1,chr18,77724581,77730822,0.038745387,-0.508460231
PNISR/chr6:99847840-99873207,PNISR,chr6,99847840,99873207,0.038888889,-0.090022057
MAP4K2/chr11:64556608-64570713,MAP4K2,chr11,64556608,64570713,0.038961039,0.08305221
BSPRY/chr9:116111811-116133513,BSPRY,chr9,116111811,116133513,0.038961039,-0.33989126
MST1P9/chr1:17081400-17090975,MST1P9,chr1,17081400,17090975,0.039106145,-0.267890435
ZNF254/chr19:24269975-24312654,ZNF254,chr19,24269975,24312654,0.039106145,-0.123415007
SMG5/chr1:156219014-156252620,SMG5,chr1,156219014,156252620,0.039399625,0.056783401
GALNS/chr16:88880141-88923374,GALNS,chr16,88880141,88923374,0.039473684,-0.143611997
CCP110/chr16:19535178-19564728,CCP110,chr16,19535178,19564728,0.039622642,0.174725773
LOC100130705/chr7:128506463-128512101,LOC100130705,chr7,128506463,128512101,0.039622642,-0.163855217
LDB3/chr10:88428205-88495824,LDB3,chr10,88428205,88495824,0.039772727,-0.174141323
SYNJ2/chr6:158402887-158520207,SYNJ2,chr6,158402887,158520207,0.039848197,0.322880651
USF2/chr19:35759895-35770718,USF2,chr19,35759895,35770718,0.040076336,-0.074825316
POLR1A/chr2:86253450-86333278,POLR1A,chr2,86253450,86333278,0.040076336,0.219820902
ZNF512B/chr20:62588054-62601218,ZNF512B,chr20,62588054,62601218,0.040152964,0.084191216
PTPN12/chr7:77166772-77269388,PTPN12,chr7,77166772,77269388,0.040152964,-0.149535834
SOX7/chr8:10581277-10588022,SOX7,chr8,10581277,10588022,0.040307102,0.155977919
SNAP29/chr22:21213291-21245501,SNAP29,chr22,21213291,21245501,0.040384615,0.077107228
POLR3A/chr10:79734906-79789298,POLR3A,chr10,79734906,79789298,0.040462428,0.083149199
RNF114/chr20:48552913-48570422,RNF114,chr20,48552913,48570422,0.040618956,0.056180932
SLED1/chr4:185719450-185720200,SLED1,chr4,185719450,185720200,0.040618956,-0.418691894
HDGF/chr1:156711898-156722240,HDGF,chr1,156711898,156722240,0.040697674,0.091736511
KRT42P/chr17:39782578-39796451,KRT42P,chr17,39782578,39796451,0.040697674,-0.278117092
HOXB9/chr17:46698518-46703835,HOXB9,chr17,46698518,46703835,0.040776699,0.371818647
HOXA1/chr7:27132613-27135625,HOXA1,chr7,27132613,27135625,0.040776699,0.509173747
ECSIT/chr19:11616730-11639987,ECSIT,chr19,11616730,11639987,0.041015625,0.074824406
SPATA2/chr20:48519928-48532080,SPATA2,chr20,48519928,48532080,0.041015625,0.073765364
RBMS2/chr12:56915608-56989980,RBMS2,chr12,56915608,56989980,0.04109589,-0.205539649
ARHGEF11/chr1:156904631-157015162,ARHGEF11,chr1,156904631,157015162,0.041176471,0.262762968
AMACR/chr5:33987090-34008220,AMACR,chr5,33987090,34008220,0.041420118,0.120099506
HUS1B/chr6:655938-656964,HUS1B,chr6,655938,656964,0.041420118,-0.239166338
FAM178A/chr10:102672325-102724891,FAM178A,chr10,102672325,102724891,0.041501976,0.103204941
SLC12A3/chr16:56899118-56949762,SLC12A3,chr16,56899118,56949762,0.041666667,-0.791563684
RIC8B/chr12:107168398-107283094,RIC8B,chr12,107168398,107283094,0.041749503,0.089945728
TOR2A/chr9:130493802-130497628,TOR2A,chr9,130493802,130497628,0.041749503,0.084307497
HMGXB4/chr22:35653444-35691800,HMGXB4,chr22,35653444,35691800,0.042168675,0.074269853
ZBTB42/chr14:105266932-105271048,ZBTB42,chr14,105266932,105271048,0.042253521,0.187561785
PWP2/chr21:45527207-45551063,PWP2,chr21,45527207,45551063,0.042253521,0.065655988
TMEM5/chr12:64173636-64202887,TMEM5,chr12,64173636,64202887,0.042510121,0.087328967
ALPP/chr2:233243347-233247599,ALPP,chr2,233243347,233247599,0.042510121,-0.262575117
DAPK1/chr9:90112755-90323549,DAPK1,chr9,90112755,90323549,0.042510121,0.213505836
LINC00202/chr10:27220134-27230930,LINC00202,chr10,27220134,27230930,0.042596349,-0.22354229
TSPAN3/chr15:77336359-77363570,TSPAN3,chr15,77336359,77363570,0.042944785,0.133307256
GPC2/chr7:99767228-99774990,GPC2,chr7,99767228,99774990,0.042944785,-0.275354254
SRPK2/chr7:104756822-105029341,SRPK2,chr7,104756822,105029341,0.042944785,0.137557277
LOC100134229/chr7:139877060-139879440,LOC100134229,chr7,139877060,139879440,0.043209877,-0.241159207
KHNYN/chr14:24899140-24910547,KHNYN,chr14,24899140,24910547,0.04338843,0.091488646
HIST1H4D/chr6:26188937-26189304,HIST1H4D,chr6,26188937,26189304,0.043478261,-0.23167986
LIG3/chr17:33307516-33332088,LIG3,chr17,33307516,33332088,0.043659044,0.113970104
PPP2R2D/chr10:133747959-133770053,PPP2R2D,chr10,133747959,133770053,0.04375,-0.04713462
ADAM22/chr7:87563565-87832204,ADAM22,chr7,87563565,87832204,0.043933054,0.16774099
ATG14/chr14:55833108-55878576,ATG14,chr14,55833108,55878576,0.044117647,-0.073206268
SHISA2/chr13:26618734-26625198,SHISA2,chr13,26618734,26625198,0.044491525,-0.165034433
MYO1G/chr7:45002259-45018704,MYO1G,chr7,45002259,45018704,0.044491525,-0.07971606
CNOT1/chr16:58553854-58663750,CNOT1,chr16,58553854,58663750,0.044585987,0.117114559
LRRC19/chr9:26993134-27005691,LRRC19,chr9,26993134,27005691,0.044680851,-0.197699209
CDKL3/chr5:133634114-133702765,CDKL3,chr5,133634114,133702765,0.044776119,-0.105684969
CAST/chr5:95997740-96109116,CAST,chr5,95997740,96109116,0.045064378,-0.119319849
JAG2/chr14:105608075-105635161,JAG2,chr14,105608075,105635161,0.04516129,-0.228723311
TIMD4/chr5:156346292-156390266,TIMD4,chr5,156346292,156390266,0.045258621,0.685894632
SLC28A3/chr9:86890764-86983413,SLC28A3,chr9,86890764,86983413,0.045258621,-0.352181702
DEGS2/chr14:100612752-100626012,DEGS2,chr14,100612752,100626012,0.045356371,-0.326504413
LOC100507217/chr15:93426072-93441977,LOC100507217,chr15,93426072,93441977,0.045356371,-0.101645565
PLEKHN1/chr1:901876-910484,PLEKHN1,chr1,901876,910484,0.045454545,-0.294235444
BCL11A/chr2:60678301-60780633,BCL11A,chr2,60678301,60780633,0.045454545,-0.481244466
SNX15/chr11:64794879-64808044,SNX15,chr11,64794879,64808044,0.045553145,-0.116225307
HERC2P2/chr15:23282264-23378259,HERC2P2,chr15,23282264,23378259,0.045553145,0.163865268
BMP8B/chr1:40223902-40254533,BMP8B,chr1,40223902,40254533,0.045652174,-0.405807361
DPY19L1/chr7:34968492-35077653,DPY19L1,chr7,34968492,35077653,0.045652174,0.310447901
ARHGEF5/chr7:144052488-144077725,ARHGEF5,chr7,144052488,144077725,0.045652174,-0.246568412
TCAP/chr17:37821598-37822807,TCAP,chr17,37821598,37822807,0.045751634,-0.254215057
LARGE/chr22:33669061-34316416,LARGE,chr22,33669061,34316416,0.045851528,0.403215662
KCNK7/chr11:65360325-65363467,KCNK7,chr11,65360325,65363467,0.04595186,-0.234807688
TRIM37/chr17:57059999-57184266,TRIM37,chr17,57059999,57184266,0.04595186,0.111516679
FKBP1A/chr20:1349620-1373816,FKBP1A,chr20,1349620,1373816,0.04595186,0.071128871
SERAC1/chr6:158530535-158589312,SERAC1,chr6,158530535,158589312,0.04595186,0.225385675
C12orf52/chr12:113623554-113630119,C12orf52,chr12,113623554,113630119,0.046052632,0.088473952
STAG3/chr7:99775537-99812010,STAG3,chr7,99775537,99812010,0.046153846,-0.285748432
MIB2/chr1:1550794-1565990,MIB2,chr1,1550794,1565990,0.046563193,-0.105900315
LOC284576/chr1:205342379-205356568,LOC284576,chr1,205342379,205356568,0.046563193,-0.160690431
CKAP5/chr11:46765083-46867859,CKAP5,chr11,46765083,46867859,0.046875,0.094701852
DLG5/chr10:79550548-79686348,DLG5,chr10,79550548,79686348,0.046979866,0.258625173
MSRB3/chr12:65672422-65860687,MSRB3,chr12,65672422,65860687,0.046979866,0.593987719
CDNF/chr10:14861250-14879983,CDNF,chr10,14861250,14879983,0.047085202,-0.175129442
HOXC4/chr12:54410641-54449814,HOXC4,chr12,54410641,54449814,0.047191011,0.279763534
RALGDS/chr9:135973106-136024588,RALGDS,chr9,135973106,136024588,0.047191011,0.092403742
CCL25/chr19:8117645-8127547,CCL25,chr19,8117645,8127547,0.047297297,-0.294205639
GMIP/chr19:19740284-19754455,GMIP,chr19,19740284,19754455,0.047297297,-0.084155908
NANP/chr20:25593572-25604648,NANP,chr20,25593572,25604648,0.047297297,0.115481578
MYBPC3/chr11:47352956-47374253,MYBPC3,chr11,47352956,47374253,0.047511312,-0.23354315
CAMP/chr3:48264836-48266981,CAMP,chr3,48264836,48266981,0.047511312,-0.491865848
NUDT16/chr3:131100514-131107674,NUDT16,chr3,131100514,131107674,0.047727273,0.071412225
PART1/chr5:59783539-59843484,PART1,chr5,59783539,59843484,0.047835991,-0.167580279
SLCO5A1/chr8:70584567-70747299,SLCO5A1,chr8,70584567,70747299,0.047945205,0.271554264
TSSK3/chr1:32827861-32829924,TSSK3,chr1,32827861,32829924,0.048165138,-0.264960192
LOC100128788/chr16:2787076-2802601,LOC100128788,chr16,2787076,2802601,0.048165138,-0.149035872
N6AMT1/chr21:30244512-30257693,N6AMT1,chr21,30244512,30257693,0.048275862,0.113916522
ARHGEF40/chr14:21538526-21558036,ARHGEF40,chr14,21538526,21558036,0.048387097,0.367775996
JUND/chr19:18390562-18392432,JUND,chr19,18390562,18392432,0.048387097,-0.194289718
DACT3/chr19:47150868-47164395,DACT3,chr19,47150868,47164395,0.048387097,-0.368612844
LOC100506035/chr4:80413746-80497614,LOC100506035,chr4,80413746,80497614,0.048387097,0.331674206
WDR66/chr12:122356462-122441832,WDR66,chr12,122356462,122441832,0.048498845,-0.340872007
ERLIN2/chr8:37594096-37615319,ERLIN2,chr8,37594096,37615319,0.048498845,0.103732623
TCF25/chr16:89939993-89977792,TCF25,chr16,89939993,89977792,0.048611111,-0.052590894
LOC338758/chr12:90102731-90105729,LOC338758,chr12,90102731,90105729,0.048723898,-0.16199808
A2LD1/chr13:101182417-101241046,A2LD1,chr13,101182417,101241046,0.048723898,-0.185102469
ZNF621/chr3:40566375-40581043,ZNF621,chr3,40566375,40581043,0.048723898,-0.078220831
VPS37C/chr11:60897727-60928916,VPS37C,chr11,60897727,60928916,0.048837209,0.084572937
LOC283089/chr10:122521323-122610691,LOC283089,chr10,122521323,122610691,0.049065421,-0.161139442
DOCK2/chr5:169064250-169510386,DOCK2,chr5,169064250,169510386,0.049065421,0.110232726
