GeneInfo,GeneID,Chr,Start,Stop,permPval_Dup,FoldChange
FOXP4/chr6:41514163-41570122,FOXP4,chr6,41514163,41570122,0.0181466,1.521281082
LOC440354/chr16:29538928-30317244,LOC440354,chr16,29538928,30317244,0.018153365,1.191905325
AKAP7/chr6:131456825-131604675,AKAP7,chr6,131456825,131604675,0.018170491,2.218838709
CD274/chr9:5450502-5470567,CD274,chr9,5450502,5470567,0.018271402,1.727976567
MED10/chr5:6372038-6378639,MED10,chr5,6372038,6378639,0.018336269,0.861579679
NR6A1/chr9:127284702-127533576,NR6A1,chr9,127284702,127533576,0.018419428,1.451996813
SRRD/chr22:26879849-26887904,SRRD,chr22,26879849,26887904,0.01861003,1.148744415
CDC34/chr19:531732-542087,CDC34,chr19,531732,542087,0.018623737,1.119670674
LOC100287177/chr19:46144904-46146092,LOC100287177,chr19,46144904,46146092,0.01874094,0.558223603
THBS3/chr1:155165378-155177772,THBS3,chr1,155165378,155177772,0.018770227,0.573463107
ALDH7A1/chr5:125877532-125931082,ALDH7A1,chr5,125877532,125931082,0.018827094,0.533467046
MCL1/chr1:150547026-150552214,MCL1,chr1,150547026,150552214,0.019,0.794263676
TNNI2/chr11:1860232-1862910,TNNI2,chr11,1860232,1862910,0.019,0.602801646
CCDC62/chr12:123259055-123311927,CCDC62,chr12,123259055,123311927,0.019,0.589208872
MMP17/chr12:132312940-132336316,MMP17,chr12,132312940,132336316,0.019,3.116370386
ZNF609/chr15:64791618-64978266,ZNF609,chr15,64791618,64978266,0.019,1.225939255
UACA/chr15:70946892-71055850,UACA,chr15,70946892,71055850,0.019,0.390687928
ZNF878/chr19:12154619-12163782,ZNF878,chr19,12154619,12163782,0.019,1.724560607
DANCR/chr4:53578620-53580305,DANCR,chr4,53578620,53580305,0.019,0.79275169
HEXB/chr5:73980968-74017113,HEXB,chr5,73980968,74017113,0.019,1.244621761
FBXL13/chr7:102453307-102715288,FBXL13,chr7,102453307,102715288,0.019,0.780849299
AKR1D1/chr7:137761177-137803050,AKR1D1,chr7,137761177,137803050,0.019,0.635079353
LOC100134229/chr7:139877060-139879440,LOC100134229,chr7,139877060,139879440,0.019,0.597724316
SCML2/chrX:18257432-18372844,SCML2,chrX,18257432,18372844,0.019,0.638433793
ZNF322/chr6:26634610-26659980,ZNF322,chr6,26634610,26659980,0.019152141,1.218405066
RPRD1B/chr20:36661947-36720766,RPRD1B,chr20,36661947,36720766,0.019211013,1.253867354
CBX4/chr17:77806954-77813213,CBX4,chr17,77806954,77813213,0.019358804,0.813947504
CD244/chr1:160799949-160832692,CD244,chr1,160799949,160832692,0.019395384,4.354687976
RAB38/chr11:87846414-87908635,RAB38,chr11,87846414,87908635,0.019479122,2.569154708
PTRF/chr17:40554466-40575338,PTRF,chr17,40554466,40575338,0.019514768,0.517287499
SEC61B/chr9:101984569-101992901,SEC61B,chr9,101984569,101992901,0.019557823,0.792587704
LOC285359/chr3:101431277-101432260,LOC285359,chr3,101431277,101432260,0.019613948,0.648110663
THOC7/chr3:63819545-63849597,THOC7,chr3,63819545,63849597,0.019634897,0.855548339
AFG3L1P/chr16:90038987-90067195,AFG3L1P,chr16,90038987,90067195,0.019666392,0.779814872
C18orf32/chr18:47007547-47013644,C18orf32,chr18,47007547,47013644,0.019676293,0.893571203
C21orf58/chr21:47721046-47743785,C21orf58,chr21,47721046,47743785,0.019812304,0.770165758
PRKAB2/chr1:146626684-146644129,PRKAB2,chr1,146626684,146644129,0.019888196,1.380384228
WNT4/chr1:22443797-22469519,WNT4,chr1,22443797,22469519,0.02,2.09278948
SLC35D1/chr1:67465014-67520080,SLC35D1,chr1,67465014,67520080,0.02,1.279319086
LOC284576/chr1:205342379-205356568,LOC284576,chr1,205342379,205356568,0.02,0.735821818
JDP2/chr14:75894508-75939404,JDP2,chr14,75894508,75939404,0.02,0.678312688
PROCA1/chr17:27030533-27038872,PROCA1,chr17,27030533,27038872,0.02,0.677736221
LOC100507246/chr17:74553845-74561430,LOC100507246,chr17,74553845,74561430,0.02,1.199315102
MACC1/chr7:20174278-20257013,MACC1,chr7,20174278,20257013,0.02,2.426247222
IKZF1/chr7:50344377-50472798,IKZF1,chr7,50344377,50472798,0.02,1.439277351
PHTF2/chr7:77428108-77586821,PHTF2,chr7,77428108,77586821,0.02,0.854561845
NOS3/chr7:150688143-150711687,NOS3,chr7,150688143,150711687,0.02,0.396848821
FOXK1/chr7:4721929-4811074,FOXK1,chr7,4721929,4811074,0.020037228,1.206822313
PDE4A/chr19:10527448-10580307,PDE4A,chr19,10527448,10580307,0.020081615,0.699172937
GAN/chr16:81348570-81413803,GAN,chr16,81348570,81413803,0.020137842,1.502237071
DBI/chr2:120124503-120130122,DBI,chr2,120124503,120130122,0.020176953,0.871964673
BOLA2/chr16:29464913-30205627,BOLA2,chr16,29464913,30205627,0.020191507,1.282283541
SORL1/chr11:121322911-121504471,SORL1,chr11,121322911,121504471,0.020313344,1.402730131
PRCP/chr11:82535408-82611557,PRCP,chr11,82535408,82611557,0.020316027,1.276564888
ADCY3/chr2:25042038-25142055,ADCY3,chr2,25042038,25142055,0.020385553,1.374942184
MST1P9/chr1:17081400-17090975,MST1P9,chr1,17081400,17090975,0.020547193,0.556828782
CAMSAP3/chr19:7660787-7683196,CAMSAP3,chr19,7660787,7683196,0.020693451,2.30832425
ABHD12/chr20:25275378-25371618,ABHD12,chr20,25275378,25371618,0.020716685,0.882104735
CLP1/chr11:57425215-57429337,CLP1,chr11,57425215,57429337,0.020846628,1.201571659
ACACB/chr12:109577201-109706030,ACACB,chr12,109577201,109706030,0.020999893,0.430057365
HIP1/chr7:75162618-75368283,HIP1,chr7,75162618,75368283,0.02106319,0.654548602
PDZK1P1/chr1:145924387-147484331,PDZK1P1,chr1,145924387,147484331,0.021096152,0.450621495
FAM90A25P/chr8:12272029-12277095,FAM90A25P,chr8,12272029,12277095,0.021255061,0.349676947
ZNF333/chr19:14800869-14831772,ZNF333,chr19,14800869,14831772,0.021258321,1.241705522
ACIN1/chr14:23527773-23564823,ACIN1,chr14,23527773,23564823,0.021319797,0.913710639
DCAKD/chr17:43100705-43138473,DCAKD,chr17,43100705,43138473,0.021319797,1.181058131
JOSD2/chr19:51009258-51014345,JOSD2,chr19,51009258,51014345,0.021341463,0.782322526
SGK196/chr8:42948656-42978323,SGK196,chr8,42948656,42978323,0.021341463,1.484856554
IL6R/chr1:154377668-154441926,IL6R,chr1,154377668,154441926,0.021355415,2.071303088
FAM63A/chr1:150969300-150980854,FAM63A,chr1,150969300,150980854,0.021363174,1.265335308
LIX1L/chr1:145477084-145499091,LIX1L,chr1,145477084,145499091,0.02144101,1.440834356
RALA/chr7:39663151-39747723,RALA,chr7,39663151,39747723,0.02145046,1.212703883
LOC100287559/chr15:73075175-73090540,LOC100287559,chr15,73075175,73090540,0.021516393,0.691811156
SPI1/chr11:47376408-47400127,SPI1,chr11,47376408,47400127,0.021560575,0.795703976
ZNF641/chr12:48733792-48745029,ZNF641,chr12,48733792,48745029,0.021644051,1.405167332
CORO7-PAM16/chr16:4390251-4466962,CORO7-PAM16,chr16,4390251,4466962,0.021671827,0.826880207
SLC12A9/chr7:100450357-100464634,SLC12A9,chr7,100450357,100464634,0.021694215,0.81139437
ZC3H12D/chr6:149768765-149806148,ZC3H12D,chr6,149768765,149806148,0.021784232,1.586203813
PIK3R6/chr17:8706054-8770994,PIK3R6,chr17,8706054,8770994,0.021789625,0.777198752
ARL6IP1/chr16:18802990-18812857,ARL6IP1,chr16,18802990,18812857,0.021806854,1.144520542
REV3L/chr6:111620233-111804414,REV3L,chr6,111620233,111804414,0.021812668,1.244990105
C19orf26/chr19:1229946-1237990,C19orf26,chr19,1229946,1237990,0.02189781,0.440029958
USP16/chr21:30396937-30426807,USP16,chr21,30396937,30426807,0.021920668,0.864424033
IDI2-AS1/chr10:1068576-1090141,IDI2-AS1,chr10,1068576,1090141,0.021930791,0.544020067
LINC00202/chr10:27220134-27230930,LINC00202,chr10,27220134,27230930,0.021943574,0.666319834
RNASEK-C17ORF49/chr17:6915735-6920843,RNASEK-C17ORF49,chr17,6915735,6920843,0.022058824,1.131371268
ZNF699/chr19:9405985-9415795,ZNF699,chr19,9405985,9415795,0.022058824,1.626740669
DUSP16/chr12:12626215-12715448,DUSP16,chr12,12626215,12715448,0.022109779,1.492674233
FAM49B/chr8:130851838-131028897,FAM49B,chr8,130851838,131028897,0.022168569,0.759058929
LNX1/chr4:54326436-54457724,LNX1,chr4,54326436,54457724,0.022182786,4.496428084
GAS2L3/chr12:100967488-101018685,GAS2L3,chr12,100967488,101018685,0.022198732,1.580371097
RNF220/chr1:44870959-45117396,RNF220,chr1,44870959,45117396,0.022222222,0.911771112
CNN2/chr19:1026297-1039064,CNN2,chr19,1026297,1039064,0.022229745,0.710164515
RUFY4/chr2:218899656-218955304,RUFY4,chr2,218899656,218955304,0.022252344,0.415345669
OR6S1/chr14:21108854-21109850,OR6S1,chr14,21108854,21109850,0.02227247,0.377375118
TLR7/chrX:12885201-12908480,TLR7,chrX,12885201,12908480,0.022315837,0.624651863
GBP5/chr1:89724633-89738544,GBP5,chr1,89724633,89738544,0.022381573,2.106771017
USP4/chr3:49314576-49377536,USP4,chr3,49314576,49377536,0.02238806,1.187986424
LOC100507424/chr12:2945981-2968961,LOC100507424,chr12,2945981,2968961,0.022459893,0.715598121
TMPRSS3/chr21:43791995-43816955,TMPRSS3,chr21,43791995,43816955,0.022459893,5.765241114
TOP1MT/chr8:144391527-144417050,TOP1MT,chr8,144391527,144417050,0.022494888,0.690723046
LPIN2/chr18:2916991-3011945,LPIN2,chr18,2916991,3011945,0.022556391,1.277753062
ABCA1/chr9:107543283-107690527,ABCA1,chr9,107543283,107690527,0.022604952,0.412600163
ANXA1/chr9:75766780-75785307,ANXA1,chr9,75766780,75785307,0.02262931,0.356444628
HINT3/chr6:126277860-126301389,HINT3,chr6,126277860,126301389,0.022850925,1.312756899
SERPINB6/chr6:2948392-2972399,SERPINB6,chr6,2948392,2972399,0.023001095,0.44697484
HIST1H3I/chr6:27839622-27840099,HIST1H3I,chr6,27839622,27840099,0.023076923,0.636892622
LINC00264/chr10:26878793-26883251,LINC00264,chr10,26878793,26883251,0.02310231,0.431261581
CYP2B6/chr19:41497203-41524301,CYP2B6,chr19,41497203,41524301,0.02310231,1.583684845
C11orf35/chr11:554849-560779,C11orf35,chr11,554849,560779,0.023127753,0.658519039
TCEAL2/chrX:101380659-101382684,TCEAL2,chrX,101380659,101382684,0.023146016,2.864898292
JHDM1D/chr7:139784545-139876741,JHDM1D,chr7,139784545,139876741,0.023230088,0.467428963
GTF2H5/chr6:158589378-158620376,GTF2H5,chr6,158589378,158620376,0.023281596,1.15685252
POC5/chr5:74970023-75013313,POC5,chr5,74970023,75013313,0.023333333,0.891472798
TTC32/chr2:20096513-20101744,TTC32,chr2,20096513,20101744,0.023411371,0.744639031
STRBP/chr9:125883907-126030855,STRBP,chr9,125883907,126030855,0.0234375,0.829290945
CHCHD7/chr8:57124314-57131176,CHCHD7,chr8,57124314,57131176,0.023446523,0.826931687
CHST1/chr11:45669238-45687206,CHST1,chr11,45669238,45687206,0.023463687,0.674598936
MAP2K1/chr15:66679210-66783882,MAP2K1,chr15,66679210,66783882,0.023474724,1.250564508
ITGAX/chr16:31366508-31394318,ITGAX,chr16,31366508,31394318,0.023516237,0.334822401
TRIO/chr5:14143828-14509458,TRIO,chr5,14143828,14509458,0.023569024,1.264447909
EEF1B2/chr2:207024317-207027653,EEF1B2,chr2,207024317,207027653,0.023648649,0.86282269
ZBTB8OS/chr1:33087306-33116185,ZBTB8OS,chr1,33087306,33116185,0.023782559,0.864120708
IL1R2/chr2:102608305-102644884,IL1R2,chr2,102608305,102644884,0.023809524,3.29875504
BOLA3-AS1/chr2:74375107-74376181,BOLA3-AS1,chr2,74375107,74376181,0.023829088,0.697267732
FAN1/chr15:31196054-31235310,FAN1,chr15,31196054,31235310,0.023954965,0.81783888
MBD4/chr3:129149792-129158852,MBD4,chr3,129149792,129158852,0.024054983,0.850760227
ZC3H10/chr12:56512029-56516278,ZC3H10,chr12,56512029,56516278,0.024110218,1.244174735
TRAPPC2/chrX:13730360-13752754,TRAPPC2,chrX,13730360,13752754,0.024165708,0.806528389
KIAA0319L/chr1:35899090-36023037,KIAA0319L,chr1,35899090,36023037,0.024179418,1.199018081
TTLL3/chr3:9851643-9878040,TTLL3,chr3,9851643,9878040,0.024249847,0.632385619
CYB5R1/chr1:202931000-202936404,CYB5R1,chr1,202931000,202936404,0.024277457,1.155980761
ARL3/chr10:104433483-104474190,ARL3,chr10,104433483,104474190,0.024294857,1.307196697
ZMYM6/chr1:35451766-35497569,ZMYM6,chr1,35451766,35497569,0.02433372,0.854416776
PYGM/chr11:64513860-64528187,PYGM,chr11,64513860,64528187,0.02433372,0.661653784
ARRDC1/chr9:140500095-140509812,ARRDC1,chr9,140500095,140509812,0.024418605,0.785087282
MGST3/chr1:165600109-165625372,MGST3,chr1,165600109,165625372,0.024447031,1.385494401
PRKAG2/chr7:151253200-151574316,PRKAG2,chr7,151253200,151574316,0.024475524,0.793028146
P2RX5-TAX1BP3/chr17:3566186-3599698,P2RX5-TAX1BP3,chr17,3566186,3599698,0.024519231,1.759575662
ZYG11A/chr1:53308182-53360247,ZYG11A,chr1,53308182,53360247,0.024533138,0.55680053
STEAP3/chr2:119981383-120023227,STEAP3,chr2,119981383,120023227,0.024602026,2.065094392
NOTCH1/chr9:139388895-139440238,NOTCH1,chr9,139388895,139440238,0.024647887,1.388018534
RAP1GAP2/chr17:2699731-2941035,RAP1GAP2,chr17,2699731,2941035,0.024676851,0.330063017
SRSF11/chr1:70671364-70717701,SRSF11,chr1,70671364,70717701,0.024764151,0.882138514
XPR1/chr1:180601145-180859415,XPR1,chr1,180601145,180859415,0.024799329,1.224347244
LOC100506804/chr6:75994729-76001580,LOC100506804,chr6,75994729,76001580,0.024822695,0.752380557
LRRC28/chr15:99791651-99926498,LRRC28,chr15,99791651,99926498,0.024881517,1.252662609
NPLOC4/chr17:79523912-79604138,NPLOC4,chr17,79523912,79604138,0.024911032,1.166147198
LNPEP/chr5:96271345-96365115,LNPEP,chr5,96271345,96365115,0.024940618,1.549905311
ATG9A/chr2:220084101-220094361,ATG9A,chr2,220084101,220094361,0.025,1.123665088
TGFBR3/chr1:92145899-92371559,TGFBR3,chr1,92145899,92371559,0.025029797,0.401882019
TSPAN14/chr10:82214037-82282391,TSPAN14,chr10,82214037,82282391,0.025059666,1.357167748
DNAJC2/chr7:102952920-102985320,DNAJC2,chr7,102952920,102985320,0.025149701,0.847436624
BTBD6/chr14:105714878-105717430,BTBD6,chr14,105714878,105717430,0.025240385,0.790564881
ABCF1/chr6:1832075-30559309,ABCF1,chr6,1832075,30559309,0.025240385,1.232016545
HSPA1A/chr6:3068877-31785719,HSPA1A,chr6,3068877,31785719,0.025240385,1.806126545
NID1/chr1:236139131-236228481,NID1,chr1,236139131,236228481,0.025270758,2.035220579
DLEU2/chr13:50556687-50699677,DLEU2,chr13,50556687,50699677,0.025331725,0.835758504
ADAM23/chr2:207308367-207482679,ADAM23,chr2,207308367,207482679,0.025331725,0.092902106
BEX5/chrX:101408678-101410986,BEX5,chrX,101408678,101410986,0.025392987,2.298729479
POTEM/chr14:19983953-20020272,POTEM,chr14,19983953,20020272,0.025423729,0.712088772
TMEM110/chr3:52870771-52931597,TMEM110,chr3,52870771,52931597,0.025423729,1.25802169
HNRNPH1/chr5:179041178-179050722,HNRNPH1,chr5,179041178,179050722,0.025423729,0.876826635
FAM13A/chr4:89647105-89978323,FAM13A,chr4,89647105,89978323,0.025443425,5.068253544
RIC3/chr11:8127596-8190590,RIC3,chr11,8127596,8190590,0.025512695,0.279406533
FAM178A/chr10:102672325-102724891,FAM178A,chr10,102672325,102724891,0.025516403,1.226785993
SLC30A4/chr15:45774679-45815002,SLC30A4,chr15,45774679,45815002,0.025703794,1.604160393
THRA/chr17:38218445-38250120,THRA,chr17,38218445,38250120,0.025703794,1.536949022
MBD3/chr19:1576677-1592652,MBD3,chr19,1576677,1592652,0.025703794,0.824074903
SNX10/chr7:26331514-26413949,SNX10,chr7,26331514,26413949,0.025703794,1.622382272
GORAB/chr1:170501262-170522974,GORAB,chr1,170501262,170522974,0.025748429,1.267481694
MRPL10/chr17:45900637-45908907,MRPL10,chr17,45900637,45908907,0.025798526,1.107442413
GPNMB/chr7:23286315-23314729,GPNMB,chr7,23286315,23314729,0.025865348,1.749047563
TFDP2/chr3:141663269-141868386,TFDP2,chr3,141663269,141868386,0.025893958,1.234004041
LRIT3/chr4:110772485-110793471,LRIT3,chr4,110772485,110793471,0.025925926,0.54570618
CREB3L2/chr7:137559724-137686847,CREB3L2,chr7,137559724,137686847,0.025925926,0.764721933
UBE2Q2P3/chr15:82647285-83084729,UBE2Q2P3,chr15,82647285,83084729,0.025957973,1.431209787
TXNDC16/chr14:52897307-53019301,TXNDC16,chr14,52897307,53019301,0.025990099,1.227715781
MRPS33/chr7:140705960-140714781,MRPS33,chr7,140705960,140714781,0.025990099,0.894375657
MFSD12/chr19:3538262-3557571,MFSD12,chr19,3538262,3557571,0.026054591,0.840083068
CCL28/chr5:43381599-43412488,CCL28,chr5,43381599,43412488,0.026119403,1.729008481
SLC25A28/chr10:101370274-101380221,SLC25A28,chr10,101370274,101380221,0.026217228,0.849890905
CHCHD10/chr22:24108020-24110141,CHCHD10,chr22,24108020,24110141,0.02625,0.721200295
BLK/chr8:11351520-11422108,BLK,chr8,11351520,11422108,0.02625,0.51452226
RAMP1/chr2:238768186-238820755,RAMP1,chr2,238768186,238820755,0.026282854,0.205030339
FBXL5/chr4:15606006-15657035,FBXL5,chr4,15606006,15657035,0.026282854,1.151884681
GOLGA8B/chr15:34817483-34875771,GOLGA8B,chr15,34817483,34875771,0.026315789,0.703781645
METTL17/chr14:21457964-21465194,METTL17,chr14,21457964,21465194,0.026348808,0.887250742
EHD4/chr15:42191638-42264755,EHD4,chr15,42191638,42264755,0.026348808,1.186687317
SLFN12L/chr17:33801941-33814758,SLFN12L,chr17,33801941,33814758,0.026348808,2.087308482
MUL1/chr1:20825940-20834674,MUL1,chr1,20825940,20834674,0.026448363,1.230430112
FLVCR1-AS1/chr1:213029945-213031480,FLVCR1-AS1,chr1,213029945,213031480,0.026515152,2.07152292
MFN2/chr1:12040237-12073572,MFN2,chr1,12040237,12073572,0.026548673,1.211316835
GTPBP3/chr19:17445790-17453540,GTPBP3,chr19,17445790,17453540,0.026566671,0.881328727
THOC1/chr18:214519-268059,THOC1,chr18,214519,268059,0.026649746,0.86589895
MUC12/chr7:100612903-100662230,MUC12,chr7,100612903,100662230,0.026683609,0.596513472
ERMP1/chr9:5784571-5833081,ERMP1,chr9,5784571,5833081,0.02685422,1.29975421
TCF3/chr19:1609288-1652328,TCF3,chr19,1609288,1652328,0.026869913,0.681431158
ZNF621/chr3:40566375-40581043,ZNF621,chr3,40566375,40581043,0.026888604,0.858194297
TRIM37/chr17:57059999-57184266,TRIM37,chr17,57059999,57184266,0.026992288,1.254633414
TP53INP2/chr20:33292147-33301237,TP53INP2,chr20,33292147,33301237,0.027096774,0.774547387
MIR1184-3/chrX:154115634-154687276,MIR1184-3,chrX,154115634,154687276,0.027131783,0.769296364
LOC100509894/chr13:46626982-46675482,LOC100509894,chr13,46626982,46675482,0.027308192,0.710789312
STK40/chr1:36805224-36851485,STK40,chr1,36805224,36851485,0.027522936,1.186931514
NDUFV2/chr18:9102627-9134343,NDUFV2,chr18,9102627,9134343,0.027559055,0.819406731
GBP6/chr1:89829435-89853719,GBP6,chr1,89829435,89853719,0.027598896,3.622817171
ITPKC/chr19:41223007-41246765,ITPKC,chr19,41223007,41246765,0.027704485,1.167766817
C2orf63/chr2:55399686-55459699,C2orf63,chr2,55399686,55459699,0.027704485,0.659821453
LAMC1/chr1:182992594-183114727,LAMC1,chr1,182992594,183114727,0.027741083,1.866887293
VPS54/chr2:64119666-64246214,VPS54,chr2,64119666,64246214,0.027777778,1.181486376
TNKS/chr8:9413444-9639856,TNKS,chr8,9413444,9639856,0.027851459,1.235272898
TANK/chr2:161993465-162092683,TANK,chr2,161993465,162092683,0.027925532,1.145820921
GBGT1/chr9:136028339-136039301,GBGT1,chr9,136028339,136039301,0.028,1.745387146
CA11/chr19:49141271-49149451,CA11,chr19,49141271,49149451,0.02811245,0.734378197
HDAC1/chr1:32757707-32799224,HDAC1,chr1,32757707,32799224,0.028150134,0.866947936
ZNF219/chr14:21558204-21572863,ZNF219,chr14,21558204,21572863,0.028187919,1.737761804
FZD7/chr2:202899309-202903160,FZD7,chr2,202899309,202903160,0.028187919,2.771155799
EWSR1/chr22:29663997-29696515,EWSR1,chr22,29663997,29696515,0.028187919,0.890294392
GORASP1/chr3:39138090-39149130,GORASP1,chr3,39138090,39149130,0.028187919,1.174758193
ZNF436/chr1:23685940-23696357,ZNF436,chr1,23685940,23696357,0.028225806,1.269099441
MYBPC3/chr11:47352956-47374253,MYBPC3,chr11,47352956,47374253,0.028225806,0.64680524
AHCYL2/chr7:128864854-129070052,AHCYL2,chr7,128864854,129070052,0.028225806,1.339295998
CLEC16A/chr16:11038344-11276046,CLEC16A,chr16,11038344,11276046,0.028289117,1.273142587
AP1S3/chr2:224620046-224702319,AP1S3,chr2,224620046,224702319,0.028340081,0.726293129
ZBED3/chr5:76372531-76383030,ZBED3,chr5,76372531,76383030,0.028340081,1.676800902
CXCR4/chr2:136871918-136875725,CXCR4,chr2,136871918,136875725,0.028378378,1.697990967
FAHD1/chr16:1877224-1890203,FAHD1,chr16,1877224,1890203,0.028649386,0.836305715
ZNF438/chr10:31133564-31320866,ZNF438,chr10,31133564,31320866,0.02872777,1.204434895
DLL4/chr15:41221530-41231258,DLL4,chr15,41221530,41231258,0.028767123,2.947825456
FOSB/chr19:45971252-45978437,FOSB,chr19,45971252,45978437,0.028806584,0.580258675
PHF15/chr5:133861797-133918918,PHF15,chr5,133861797,133918918,0.028806584,1.240713619
HCG18/chr6:1548085-30294927,HCG18,chr6,1548085,30294927,0.028885832,0.868998566
HIST1H2AK/chr6:27805657-27806117,HIST1H2AK,chr6,27805657,27806117,0.028885832,0.730453491
ACAP1/chr17:7239847-7254793,ACAP1,chr17,7239847,7254793,0.028965517,0.849635237
C22orf34/chr22:50013289-50051190,C22orf34,chr22,50013289,50051190,0.028965517,1.960594085
DGKH/chr13:42614171-42803891,DGKH,chr13,42614171,42803891,0.029045643,1.306276326
GP2/chr16:20321810-20338835,GP2,chr16,20321810,20338835,0.029085873,0.654199119
SPDYE5/chr7:75124298-75133628,SPDYE5,chr7,75124298,75133628,0.029166667,0.73382697
LOC400236/chr14:89883697-89886137,LOC400236,chr14,89883697,89886137,0.029207232,0.76086185
STARD5/chr15:81605006-81616524,STARD5,chr15,81605006,81616524,0.029247911,0.767288026
LOC728640/chr10:60474774-60477293,LOC728640,chr10,60474774,60477293,0.029329609,0.77558062
TRIM66/chr11:8633583-8680383,TRIM66,chr11,8633583,8680383,0.029329609,0.671260511
CBWD3/chr9:70431999-70914932,CBWD3,chr9,70431999,70914932,0.029370629,0.824736646
BANP/chr16:87985037-88110924,BANP,chr16,87985037,88110924,0.029453015,1.140423951
SYNPO2L/chr10:75404643-75415832,SYNPO2L,chr10,75404643,75415832,0.029494382,1.837329789
INTS7/chr1:212113740-212209002,INTS7,chr1,212113740,212209002,0.029619182,1.167308043
HOMER2/chr15:83517728-83621476,HOMER2,chr15,83517728,83621476,0.029619182,0.597479777
FAM90A8/chr8:7595908-7598918,FAM90A8,chr8,7595908,7598918,0.029661017,0.310051866
ABCA12/chr2:215796265-216003151,ABCA12,chr2,215796265,216003151,0.02970297,2.999141867
AVEN/chr15:34158427-34331303,AVEN,chr15,34158427,34331303,0.029829545,0.74567901
PDK3/chrX:24483343-24568583,PDK3,chrX,24483343,24568583,0.029829545,1.209132102
CAPN3/chr15:42651697-42704515,CAPN3,chr15,42651697,42704515,0.02991453,0.68212755
ARHGAP15/chr2:143886898-144525921,ARHGAP15,chr2,143886898,144525921,0.02991453,0.846867195
TMEM102/chr17:7338761-7340998,TMEM102,chr17,7338761,7340998,0.029957204,0.861474206
PMS1/chr2:190648810-190742355,PMS1,chr2,190648810,190742355,0.03,0.83429243
FAM90A14/chr8:7114425-7575975,FAM90A14,chr8,7114425,7575975,0.03,0.314441915
UTS2D/chr3:190984943-191048325,UTS2D,chr3,190984943,191048325,0.030042918,0.477095842
DEF8/chr16:90015138-90034468,DEF8,chr16,90015138,90034468,0.03008596,0.759874737
SERAC1/chr6:158530535-158589312,SERAC1,chr6,158530535,158589312,0.03008596,1.573897655
TMCO4/chr1:20008705-20126410,TMCO4,chr1,20008705,20126410,0.030129125,0.798897416
DACT3/chr19:47150868-47164395,DACT3,chr19,47150868,47164395,0.030129125,0.50228259
PCDHA9/chr5:140227356-140391929,PCDHA9,chr5,140227356,140391929,0.030129125,0.703843474
MBOAT7/chr19:54677105-54693733,MBOAT7,chr19,54677105,54693733,0.030172414,1.15901175
NPC1/chr18:21111462-21166581,NPC1,chr18,21111462,21166581,0.03030303,1.375133673
LOC728377/chr7:143956088-143983096,LOC728377,chr7,143956088,143983096,0.03030303,0.588678529
ZMYM6NB/chr1:35447126-35450948,ZMYM6NB,chr1,35447126,35450948,0.030346821,1.266671551
IRGQ/chr19:44088518-44100287,IRGQ,chr19,44088518,44100287,0.030346821,1.178051398
HIST1H1D/chr6:26234439-26235216,HIST1H1D,chr6,26234439,26235216,0.030390738,0.587244772
XPO7/chr8:21777179-21864096,XPO7,chr8,21777179,21864096,0.030390738,1.197203945
SEC62/chr3:169684579-169716161,SEC62,chr3,169684579,169716161,0.030434783,0.823775527
CRY2/chr11:45868668-45904799,CRY2,chr11,45868668,45904799,0.030478955,1.16903124
TBC1D22B/chr6:37225547-37300746,TBC1D22B,chr6,37225547,37300746,0.030478955,1.337807378
AKAP5/chr14:64932216-64941221,AKAP5,chr14,64932216,64941221,0.030523256,0.777541938
NBN/chr8:90945563-90996899,NBN,chr8,90945563,90996899,0.030612245,1.365630885
ATP1B2/chr17:7554253-7561089,ATP1B2,chr17,7554253,7561089,0.030656934,0.299027817
CRABP2/chr1:156669399-156675608,CRABP2,chr1,156669399,156675608,0.030701754,0.512030764
UPF2/chr10:11962020-12085169,UPF2,chr10,11962020,12085169,0.030701754,0.865276837
THEM4/chr1:151843342-151882361,THEM4,chr1,151843342,151882361,0.030746706,0.811072362
CD59/chr11:33724555-33758025,CD59,chr11,33724555,33758025,0.030746706,1.204683781
LMO4/chr1:87794150-87814607,LMO4,chr1,87794150,87814607,0.030791789,0.605785093
ANKRD5/chr20:10015696-10037407,ANKRD5,chr20,10015696,10037407,0.030791789,0.341548704
GIPR/chr19:46171501-46185717,GIPR,chr19,46171501,46185717,0.030882353,0.628099815
PLOD2/chr3:145787227-145879282,PLOD2,chr3,145787227,145879282,0.031019202,3.67865509
CMYA5/chr5:78985658-79096049,CMYA5,chr5,78985658,79096049,0.031065089,0.618044691
SLC39A10/chr2:196521531-196602426,SLC39A10,chr2,196521531,196602426,0.031111111,1.473887068
ZDHHC8/chr22:20119363-20135530,ZDHHC8,chr22,20119363,20135530,0.031111111,0.844479551
KPNA6/chr1:32573643-32642168,KPNA6,chr1,32573643,32642168,0.03115727,1.181089386
CTBP1/chr4:1205227-1242908,CTBP1,chr4,1205227,1242908,0.031203566,0.831882954
TBC1D10C/chr11:67171383-67177561,TBC1D10C,chr11,67171383,67177561,0.031296572,0.757815011
DCAF12/chr9:34086380-34126771,DCAF12,chr9,34086380,34126771,0.03133393,1.258971354
CTSK/chr1:150768683-150780917,CTSK,chr1,150768683,150780917,0.031343284,0.661842638
